iter	RMSE
127	0.06263004507
128	0.06260404309
129	0.06256308311
130	0.06253885928
131	0.06251088762
132	0.06248190196
133	0.06244330206
134	0.06241418639
135	0.06237919277
136	0.06234344553
137	0.06231207449
138	0.06226004956
139	0.06223382161
140	0.06220046331
141	0.06214809188
142	0.06212889141
143	0.06210003259
144	0.06206985571
145	0.06204548194
146	0.0620085647
147	0.06196984991
148	0.06193739649
149	0.06190810407
150	0.06187832278
151	0.06185183658
152	0.06182881085
153	0.06180401934
154	0.06178045128
155	0.06175971275
156	0.06173456158
157	0.06170716342
158	0.06167791486
159	0.06165732715
160	0.0616343776
161	0.0616112893
162	0.0615947772
163	0.06155658628
164	0.06152762891
165	0.06151041525
166	0.06147768672
167	0.06145866274
168	0.06143646221
169	0.06141842821
170	0.06140245982
171	0.06137460789
172	0.0613418253
173	0.06131906825
174	0.06129848003
175	0.06128129034
176	0.06126814112
177	0.06125031955
178	0.06123293446
179	0.06121157055
180	0.06119556074
181	0.06117666437
182	0.06116518476
183	0.0611359931
184	0.06111291915
185	0.06109592283
186	0.06107641263
187	0.06105473416
188	0.06104461198
189	0.06103175275
190	0.06101267682
191	0.06098536537
192	0.06095504421
193	0.06092899934
194	0.06090531284
195	0.0608943435
196	0.06088204698
197	0.06086291061
198	0.06084752907
199	0.06082423003
200	0.06080652532
201	0.06078263834
202	0.0607710846
203	0.06076158735
204	0.0607427897
205	0.06072344874
206	0.06071198817
207	0.06069926845
208	0.06068070222
209	0.06066233217
210	0.06064926183
211	0.06064108085
212	0.06061991842
213	0.06060164438
214	0.0605893293
215	0.06056064172
216	0.06055368822
217	0.06054370296
218	0.060531184
219	0.0605209342
220	0.06050832838
221	0.06049591933
222	0.06048096905
223	0.06046739782
224	0.06044407756
225	0.06042800826
226	0.06041987165
227	0.06040952652
228	0.06039594144
229	0.06038112757
230	0.06035870869
231	0.06034012009
232	0.06032988051
233	0.06031107288
234	0.06028463986
235	0.06027491954
236	0.06026861725
237	0.0602528591
238	0.06022980549
239	0.06020802478
240	0.06019655965
241	0.0601836867
242	0.06016236107
243	0.06015699069
244	0.0601398993
245	0.06012821772
246	0.06011963274
247	0.06010787955
248	0.0600911655
249	0.06007871696
250	0.06006515271
251	0.06004582094
252	0.06003113603
253	0.06001620224
254	0.05999355762
255	0.0599799851
256	0.05997010804
257	0.05995804498
258	0.05994250635
259	0.05992713707
260	0.05991404189
261	0.05989847897
262	0.05989217539
263	0.05988116017
264	0.05987124849
265	0.05985935355
266	0.05984881419
267	0.05983425745
268	0.05982155492
269	0.05981229439
270	0.05980111209
271	0.05979179642
272	0.05978048472
273	0.05976806333
274	0.05975186741
275	0.05973966943
276	0.05972979024
277	0.05971741904
278	0.05970387536
279	0.05969492502
280	0.05968572329
281	0.05967879739
282	0.059659606
283	0.05964718895
284	0.05963813849
285	0.05962951753
286	0.05962132984
287	0.05961027329
288	0.05959752701
289	0.05957978951
290	0.05956328706
291	0.05955295949
292	0.05953740127
293	0.05952571484
294	0.05951618813
295	0.05950963915
296	0.05949761839
297	0.0594899352
298	0.05948109597
299	0.05946735032
300	0.05945608739
301	0.05944451952
302	0.05943702399
303	0.05942943376
304	0.05941774338
305	0.05940808041
306	0.05939682303
307	0.05938565595
308	0.05937927442
309	0.05936999525
310	0.05936066328
311	0.05935664581
312	0.05934579647
313	0.05933614525
314	0.0593290036
315	0.05932148675
316	0.05931286892
317	0.05930076761
318	0.05929409504
319	0.05928442377
320	0.0592775148
321	0.05926733046
322	0.05925413872
323	0.05924179745
324	0.05923377372
325	0.05922035785
326	0.05920787484
327	0.05920093061
328	0.0591908702
329	0.05918373469
330	0.05917585848
331	0.05917120393
332	0.05916153579
333	0.05915292773
334	0.05914549278
335	0.05913346706
336	0.05912387573
337	0.05911591622
338	0.05910419636
339	0.0590965954
340	0.05908818692
341	0.05907721195
342	0.05906811723
343	0.05905997971
344	0.05905383857
345	0.05904339865
346	0.05903675959
347	0.05902596162
348	0.05901700499
349	0.05901243394
350	0.05900487681
351	0.05899714771
352	0.05899144067
353	0.05898280045
354	0.05897981
355	0.05896892831
356	0.05896428522
357	0.05895541263
358	0.05894732854
359	0.05894251734
360	0.05893303058
361	0.05892172054
362	0.05891468366
363	0.0589063913
364	0.05890049934
365	0.05889175319
366	0.05888301336
367	0.05887362015
368	0.05886761064
369	0.05885945765
370	0.05885328784
371	0.05884446343
372	0.05883825154
373	0.05883155099
374	0.05881971244
375	0.05880479563
376	0.0587958217
377	0.05878918885
378	0.05878098347
379	0.05877491188
380	0.05876698343
381	0.05876007109
382	0.05875592319
383	0.05874505686
384	0.05873386762
385	0.05872249676
386	0.05871466971
387	0.05870542088
388	0.05869870867
389	0.05869182883
390	0.05868295361
391	0.0586756678
392	0.05866913426
393	0.05866557774
394	0.05865951954
395	0.05865255706
396	0.05864548648
397	0.05863798215
398	0.05863164304
399	0.05862377494
400	0.0586171883
401	0.0586073236
402	0.05860197193
403	0.05859698917
404	0.05859274388
405	0.05858466227
406	0.05858020505
407	0.05857308784
408	0.05856602844
409	0.05856150967
410	0.05855485302
411	0.05855028061
412	0.05854383793
413	0.05853553875
414	0.05852869004
415	0.05852298331
416	0.05851577287
417	0.05850852769
418	0.05850206294
419	0.05849611794
420	0.05849089419
421	0.05848472024
422	0.05847939016
423	0.05847530196
424	0.05846685998
425	0.05846394464
426	0.05845992825
427	0.05844917967
428	0.05843709928
429	0.05843144532
430	0.0584233487
431	0.05841755587
432	0.05841209773
433	0.05840768705
434	0.05840024345
435	0.05839267649
436	0.05838761141
437	0.05838038892
438	0.05837541852
439	0.05837155405
440	0.05836711821
441	0.05836104638
442	0.05835246378
443	0.05834721103
444	0.05834262533
445	0.05833886056
446	0.05833394865
447	0.05832719825
448	0.05832061307
449	0.05831396622
450	0.05830752902
451	0.05830207253
452	0.05829605296
453	0.05829106998
454	0.05828588843
455	0.05827990863
456	0.05827208296
457	0.05826462463
458	0.05825424671
459	0.05824939481
460	0.05824311427
461	0.05823819415
462	0.05823193497
463	0.0582228823
464	0.05821731199
465	0.05821088174
466	0.05820675133
467	0.05820225657
468	0.05819578922
469	0.05819036005
470	0.05818081445
471	0.05817043873
472	0.058167763
473	0.05815973513
474	0.05815469248
475	0.0581492387
476	0.05814127159
477	0.05813498759
478	0.05812887981
479	0.05812524455
480	0.05811796952
481	0.05811404301
482	0.05810746151
483	0.05810313212
484	0.05809756705
485	0.05808973753
486	0.05808505561
487	0.05807932977
488	0.05807270989
489	0.05806662055
490	0.05805926431
491	0.0580490005
492	0.05804478067
493	0.05803882941
494	0.05803422007
495	0.05802407117
496	0.05801830961
497	0.05801157266
498	0.05800703172
499	0.05800135034
500	0.05799536597
501	0.05799069653
502	0.05798672775
503	0.05798039928
504	0.057972586
505	0.05797041753
506	0.05796626312
507	0.05796195204
508	0.05795865272
509	0.05795527586
510	0.05794866117
511	0.05794532079
512	0.05794141597
513	0.05793751778
514	0.05793237206
515	0.05792301699
516	0.05792052255
517	0.0579127534
518	0.05790782654
519	0.05790302196
520	0.05789919233
521	0.05789378533
522	0.05788914242
523	0.05788456433
524	0.05787883781
525	0.05787443767
526	0.05787121887
527	0.05786659739
528	0.05786230412
529	0.05785579847
530	0.05785031629
531	0.05784233407
532	0.0578367485
533	0.0578313862
534	0.05782674043
535	0.05781930822
536	0.0578143627
537	0.05780964977
538	0.05780406525
539	0.05779985044
540	0.05779344759
541	0.05778773523
542	0.05777836998
543	0.05777371355
544	0.0577658111
545	0.05776064596
546	0.05775612538
547	0.05775090447
548	0.05774608116
549	0.05774178574
550	0.05773995693
551	0.05773798302
552	0.05773366692
553	0.05773008188
554	0.05772447755
555	0.05772177483
556	0.05771705987
557	0.05771080002
558	0.05770600195
559	0.05770056369
560	0.05769809468
561	0.05769258934
562	0.05768759943
563	0.05768411575
564	0.05767925703
565	0.05767601678
566	0.05767159566
567	0.05766717323
568	0.05766557606
569	0.05766121473
570	0.05765324075
571	0.05765063913
572	0.05764506873
573	0.05764122314
574	0.05764010054
575	0.05763284224
576	0.05762886109
577	0.0576220203
578	0.05761880791
579	0.0576151861
580	0.05761086317
581	0.05760633858
582	0.05760254148
583	0.05759954255
584	0.05759575452
585	0.05759176601
586	0.05758710202
587	0.05758064746
588	0.05757786616
589	0.0575730579
590	0.05756539082
591	0.05755924393
592	0.05755392058
593	0.05754873216
594	0.05754380889
595	0.05753899012
596	0.05753024713
597	0.05752701396
598	0.05752206838
599	0.05752058633
600	0.05751601022
601	0.0575101263
602	0.05750506709
603	0.05749933679
604	0.05749294123
605	0.05748745671
606	0.05748489099
607	0.05748081313
608	0.05747350833
609	0.05746889092
610	0.05746317209
611	0.05745724813
612	0.05745261643
613	0.05744738213
614	0.05743995536
615	0.0574322533
616	0.05742817147
617	0.0574253966
618	0.05741869577
619	0.0574172596
620	0.05741212362
621	0.0574087485
622	0.05740321425
623	0.05739920417
624	0.05739655681
625	0.05739165095
626	0.05738735981
627	0.05738462315
628	0.05737950541
629	0.05737633508
630	0.0573740873
631	0.05737073782
632	0.05736705639
633	0.05736329497
634	0.05736152839
635	0.05735923184
636	0.05735683008
637	0.05735316922
638	0.0573486777
639	0.05734486737
640	0.0573410895
641	0.05733652719
642	0.05733234707
643	0.05732984912
644	0.05732510722
645	0.05732361977
646	0.05731800134
647	0.05731560885
648	0.05731213955
649	0.05730723498
650	0.05730366912
651	0.05729899356
652	0.05729687264
653	0.05729338348
654	0.05728619134
655	0.05728086203
656	0.05727687629
657	0.05727181496
658	0.05726924421
659	0.05726673998
660	0.05726150428
661	0.05725947164
662	0.05725739596
663	0.05725569029
664	0.0572519106
665	0.05724721109
666	0.05724332661
667	0.05724058631
668	0.0572365849
669	0.05723166181
670	0.05722560306
671	0.05722184922
672	0.05721922007
673	0.05721186035
674	0.05720731011
675	0.05720290661
676	0.0571977998
677	0.05719468373
678	0.05719117517
679	0.05718555611
680	0.05718140676
681	0.05718050292
682	0.05717600924
683	0.05717284541
684	0.0571687248
685	0.05716213783
686	0.05715903105
687	0.05715687156
688	0.05715457875
689	0.05714900253
690	0.05714617918
691	0.05714477237
692	0.05714378139
693	0.05713806129
694	0.05713541577
695	0.0571326747
696	0.05712808848
697	0.05712412672
698	0.05711967375
699	0.05711764291
700	0.05711476517
701	0.0571077996
702	0.05710101203
703	0.05709860001
704	0.05709373196
705	0.05708714883
706	0.05708433532
707	0.05707961404
708	0.05707281394
709	0.05706884446
710	0.05706610744
711	0.05706195666
712	0.05705892981
713	0.05705539567
714	0.05705210587
715	0.05704815209
716	0.05704623171
717	0.05704204041
718	0.05703894153
719	0.05703578952
720	0.05703301524
721	0.05702867328
722	0.05702496478
723	0.05702242003
724	0.05701899226
725	0.0570144629
726	0.05701054056
727	0.05700686309
728	0.05700251049
729	0.0569987189
730	0.05699561129
731	0.0569921544
732	0.05698815282
733	0.05698387723
734	0.0569793928
735	0.05697336414
736	0.05697046877
737	0.05696790059
738	0.0569663017
739	0.05696156941
740	0.05695737742
741	0.05695371226
742	0.05694861881
743	0.05694256276
744	0.05693841451
745	0.05693493921
746	0.05693361301
747	0.05692745949
748	0.0569256341
749	0.05692169177
750	0.05691889717
751	0.05691570616
752	0.05690863703
753	0.05690496369
754	0.05690058799
755	0.05689722253
756	0.05689192518
757	0.05688901472
758	0.05688399851
759	0.05688207449
760	0.05687751729
761	0.05687396689
762	0.05687066695
763	0.05686299556
764	0.05686025407
765	0.05685755835
766	0.05685214916
767	0.05684801113
768	0.05684638998
769	0.05684260235
770	0.05683897275
771	0.05683269523
772	0.056829094
773	0.05682555051
774	0.05682281963
775	0.0568207773
776	0.05681878069
777	0.05681458103
778	0.05680865978
779	0.05680486874
780	0.05680059033
781	0.05679678912
782	0.05679225489
783	0.05679086956
784	0.05678816475
785	0.05678560525
786	0.05678240305
787	0.05677872489
788	0.05677305122
789	0.05677024629
790	0.05676489535
791	0.05676374855
792	0.05675762079
793	0.05675417278
794	0.05674900126
795	0.05674506085
796	0.05674074053
797	0.0567372585
798	0.05673429777
799	0.05672925588
800	0.05672551353
801	0.05672172317
802	0.05672033654
803	0.05671790615
804	0.05671384505
805	0.05671169121
806	0.05670843687
807	0.05670693509
808	0.056703032
809	0.05670077886
810	0.05669870664
811	0.05669672488
812	0.05669354021
813	0.05668742296
814	0.05668480274
815	0.05668235849
816	0.05668083858
817	0.05667611731
818	0.05667329946
819	0.05667028469
820	0.05666413674
821	0.05666059513
822	0.05665827708
823	0.05665453869
824	0.05665143106
825	0.05664754423
826	0.05664473668
827	0.05664279655
828	0.05663705042
829	0.05663439944
830	0.05663005868
831	0.05662826989
832	0.05662462301
833	0.05662191766
834	0.05661756667
835	0.05661570397
836	0.05661340343
837	0.05661089848
838	0.05660885629
839	0.05660344188
840	0.05659763984
841	0.05659469173
842	0.05659197887
843	0.05658830566
844	0.05658535906
845	0.05658163482
846	0.05657841229
847	0.05657319173
848	0.05657167144
849	0.05656977996
850	0.05656546801
851	0.05656108219
852	0.05655901153
853	0.0565560947
854	0.05655316716
855	0.05654743611
856	0.05654235927
857	0.05653880619
858	0.05653567423
859	0.05652977216
860	0.05652836285
861	0.05652518424
862	0.0565218076
863	0.05651832207
864	0.05651697288
865	0.05651364553
866	0.05650997957
867	0.05650653516
868	0.05650443081
869	0.05650142652
870	0.05649878225
871	0.05649400833
872	0.0564910529
873	0.05648697901
874	0.05648373262
875	0.05648145581
876	0.05647889914
877	0.05647513103
878	0.05647142288
879	0.05646541681
880	0.05646244788
881	0.05645678649
882	0.05645438328
883	0.05645270584
884	0.05644958994
885	0.05644615216
886	0.05644367055
887	0.05643998663
888	0.05643479157
889	0.05643191528
890	0.05643062173
891	0.05642680422
892	0.05642167521
893	0.05641780321
894	0.05641375755
895	0.05640969186
896	0.0564050655
897	0.0564014584
898	0.05639972161
899	0.05639803976
900	0.05639640531
901	0.05639272022
902	0.05639030644
903	0.05638656178
904	0.05638301559
905	0.05637779167
906	0.05637501093
907	0.05637354891
908	0.05637131216
909	0.05636820095
910	0.05636335257
911	0.05635657198
912	0.05635385167
913	0.05634912595
914	0.05634481701
915	0.05634253078
916	0.05634091827
917	0.05633706799
918	0.0563350735
919	0.05633097839
920	0.05632670979
921	0.05632204974
922	0.05631952771
923	0.05631619745
924	0.05631075333
925	0.05630841034
926	0.05630326642
927	0.0562990415
928	0.05629775042
929	0.0562954154
930	0.05629382601
931	0.05629112913
932	0.05628690796
933	0.05628412035
934	0.05628008373
935	0.05627577303
936	0.05627476704
937	0.05627088474
938	0.05626964075
939	0.05626617035
940	0.0562643102
941	0.05626051245
942	0.05625880756
943	0.05625537037
944	0.05625204228
945	0.05624759836
946	0.05624602024
947	0.0562437262
948	0.05624016411
949	0.05623863239
950	0.05623596884
951	0.05623470227
952	0.05623194322
953	0.0562292065
954	0.05622620802
955	0.05622349789
956	0.05622081507
957	0.05621926635
958	0.05621437279
959	0.05621192424
960	0.05620811813
961	0.05620349339
962	0.05620056094
963	0.05619831345
964	0.05619724485
965	0.05619210922
966	0.05618908405
967	0.05618695349
968	0.05618293256
969	0.05617936505
970	0.05617667045
971	0.05617405624
972	0.05616724159
973	0.05616409101
974	0.05615993563
975	0.05615558159
976	0.05615286831
977	0.05614982601
978	0.05614776377
979	0.05614480808
980	0.05613992452
981	0.05613541844
982	0.05613174226
983	0.05613007479
984	0.05612690075
985	0.05612202659
986	0.056116745
987	0.05611543704
988	0.05611212458
989	0.05610894332
990	0.05610708669
991	0.05610424807
992	0.05610247388
993	0.05609955095
994	0.05609447424
995	0.05609136095
996	0.05608804864
997	0.05608535774
998	0.05608191641
999	0.05607937865
